Method,Video,Episode,Seen,VMAF,Rebuffer,QoE,Switch,Max_Stall_s,Any_Stall
Proposed_Shielded,crowd_run,6,1,9.739999999999995,0.6842932311778573,267.6156996138511,6,1.314,1
Proposed_Shielded,crowd_run,7,1,10.691666666666658,0.0,478.9399999999996,3,0.0,0
Proposed_Shielded,crowd_run,8,1,13.070833333333335,0.0,593.1400000000001,3,0.0,0
Proposed_Shielded,crowd_run,9,1,11.643333333333329,0.09211262833334934,461.2543753599967,7,0.177,1
Proposed_Shielded,crowd_run,10,1,10.929583333333328,0.3234725147086292,359.73327717594293,9,0.621,1
Proposed_Shielded,crowd_run,11,1,13.308750000000003,6.328475226219377e-05,627.3878493275658,1,0.0,1
Proposed_Shielded,crowd_run,12,1,13.308750000000003,0.0,627.4000000000002,1,0.0,0
Proposed_Shielded,crowd_run,13,1,9.739999999999995,0.1754616689328738,376.73135956488795,5,0.337,1
Proposed_Shielded,crowd_run,14,1,16.779166666666683,0.0,756.7800000000008,5,0.0,0
Proposed_Shielded,crowd_run,15,1,10.691666666666658,0.0,478.9399999999996,3,0.0,0
Proposed_Shielded,crowd_run,16,1,14.665,0.0,673.9,3,0.0,0
Proposed_Shielded,crowd_run,17,1,10.929583333333328,0.38429115912274364,348.056097448433,9,0.738,1
Proposed_Shielded,crowd_run,18,1,9.739999999999995,0.3550031215941274,342.2594006539273,5,0.682,1
Proposed_Shielded,crowd_run,19,1,16.303333333333338,0.0,733.9400000000002,5,0.0,0
Proposed_ShieldedQoE,crowd_run,0,1,15.025416666666667,0.1138475493755755,369.1412705198894,32,0.219,1
Proposed_ShieldedQoE,crowd_run,1,1,8.462083333333329,0.0,129.15999999999985,26,0.0,0
Proposed_ShieldedQoE,crowd_run,2,1,15.669791666666669,0.0764719899351418,345.3873779324527,38,0.147,1
Proposed_ShieldedQoE,crowd_run,3,1,16.25104166666667,1.99142817869027,74.13578969146829,35,3.45,1
Proposed_ShieldedQoE,crowd_run,4,1,16.170833333333338,0.0,381.69999999999993,41,0.0,0
Proposed_ShieldedQoE,crowd_run,5,1,11.572083333333326,0.0,195.55999999999972,33,0.0,0
Proposed_ShieldedQoE,crowd_run,6,1,8.462083333333329,0.6842932311778573,-2.224300386148741,26,1.314,1
Proposed_ShieldedQoE,crowd_run,7,1,12.28583333333333,0.0,174.01999999999964,41,0.0,0
Proposed_ShieldedQoE,crowd_run,8,1,15.93291666666667,0.0,393.12,40,0.0,0
Proposed_ShieldedQoE,crowd_run,9,1,14.875833333333333,0.09211262833334934,300.5543753599966,43,0.177,1
Proposed_ShieldedQoE,crowd_run,10,1,11.422499999999998,0.3234725147086292,39.15327717594295,42,0.621,1
Proposed_ShieldedQoE,crowd_run,11,1,16.920625000000005,6.328475226219377e-05,420.09784932756554,39,0.0,1
Proposed_ShieldedQoE,crowd_run,12,1,21.854583333333338,0.0,820.0600000000002,26,0.0,0
Proposed_ShieldedQoE,crowd_run,13,1,8.937916666666661,0.1754616689328738,49.7913595648879,30,0.337,1
Proposed_ShieldedQoE,crowd_run,14,1,21.679791666666677,0.0,771.8300000000004,32,0.0,0
Proposed_ShieldedQoE,crowd_run,15,1,12.047916666666664,0.0,185.43999999999977,39,0.0,0
Proposed_ShieldedQoE,crowd_run,16,1,21.597708333333333,0.0,916.9100000000001,11,0.0,0
Proposed_ShieldedQoE,crowd_run,17,1,11.18458333333333,0.38429115912274364,38.89609744843307,40,0.738,1
Proposed_ShieldedQoE,crowd_run,18,1,8.937916666666661,0.3550031215941274,15.319400653927232,30,0.682,1
Proposed_ShieldedQoE,crowd_run,19,1,22.629583333333333,0.0,931.66,19,0.0,0
Proposed_ShieldedRiskGate,crowd_run,0,1,12.357083333333334,0.1138475493755755,559.8612705198896,1,0.219,1
Proposed_ShieldedRiskGate,crowd_run,1,1,9.739999999999995,0.0,398.9999999999998,6,0.0,0
Proposed_ShieldedRiskGate,crowd_run,2,1,12.357083333333334,0.0764719899351418,567.0373779324528,1,0.147,1
Proposed_ShieldedRiskGate,crowd_run,3,1,12.357083333333334,0.19477216473029918,544.3237443717826,1,0.374,1
Proposed_ShieldedRiskGate,crowd_run,4,1,13.070833333333335,0.0,593.1400000000001,3,0.0,0
Proposed_ShieldedRiskGate,crowd_run,5,1,11.881249999999996,0.0,513.1999999999998,5,0.0,0
Proposed_ShieldedRiskGate,crowd_run,6,1,9.739999999999995,0.6842932311778573,267.6156996138511,6,1.314,1
Proposed_ShieldedRiskGate,crowd_run,7,1,10.691666666666658,0.0,478.9399999999996,3,0.0,0
Proposed_ShieldedRiskGate,crowd_run,8,1,13.070833333333335,0.0,593.1400000000001,3,0.0,0
Proposed_ShieldedRiskGate,crowd_run,9,1,11.643333333333329,0.09211262833334934,461.2543753599967,7,0.177,1
Proposed_ShieldedRiskGate,crowd_run,10,1,10.929583333333328,0.3234725147086292,359.73327717594293,9,0.621,1
Proposed_ShieldedRiskGate,crowd_run,11,1,13.308750000000003,6.328475226219377e-05,627.3878493275658,1,0.0,1
Proposed_ShieldedRiskGate,crowd_run,12,1,13.308750000000003,0.0,627.4000000000002,1,0.0,0
Proposed_ShieldedRiskGate,crowd_run,13,1,9.739999999999995,0.1754616689328738,376.73135956488795,5,0.337,1
Proposed_ShieldedRiskGate,crowd_run,14,1,16.779166666666683,0.0,756.7800000000008,5,0.0,0
Proposed_ShieldedRiskGate,crowd_run,15,1,10.691666666666658,0.0,478.9399999999996,3,0.0,0
Proposed_ShieldedRiskGate,crowd_run,16,1,14.665,0.0,673.9,3,0.0,0
Proposed_ShieldedRiskGate,crowd_run,17,1,10.929583333333328,0.38429115912274364,348.056097448433,9,0.738,1
Proposed_ShieldedRiskGate,crowd_run,18,1,9.739999999999995,0.3550031215941274,342.2594006539273,5,0.682,1
Proposed_ShieldedRiskGate,crowd_run,19,1,16.303333333333338,0.0,733.9400000000002,5,0.0,0
Ablation_Base,crowd_run,0,1,15.488750000000005,0.1138475493755755,622.0212705198898,10,0.219,1
Ablation_Base,crowd_run,1,1,9.776041666666657,0.4118643948800053,245.43203618303852,12,0.791,1
Ablation_Base,crowd_run,2,1,15.488750000000005,0.0764719899351418,629.197377932453,10,0.147,1
Ablation_Base,crowd_run,3,1,15.956458333333337,0.19477216473029918,606.0937443717828,13,0.374,1
Ablation_Base,crowd_run,4,1,15.657291666666671,0.0,606.2900000000002,14,0.0,0
Ablation_Base,crowd_run,5,1,12.418333333333335,0.0,478.94000000000005,11,0.0,0
Ablation_Base,crowd_run,6,1,9.776041666666657,1.0961576260578627,114.04773579688992,12,1.314,1
Ablation_Base,crowd_run,7,1,11.928124999999993,0.0,411.6299999999996,13,0.0,0
Ablation_Base,crowd_run,8,1,15.657291666666671,0.0,606.2900000000002,14,0.0,0
Ablation_Base,crowd_run,9,1,14.844375000000008,0.09211262833334934,609.6243753599973,9,0.177,1
Ablation_Base,crowd_run,10,1,11.748749999999996,0.3234725147086292,339.013277175943,15,0.621,1
Ablation_Base,crowd_run,11,1,17.807500000000008,6.328475226219377e-05,716.147849327566,15,0.0,1
Ablation_Base,crowd_run,12,1,24.455000000000013,0.0,1075.4700000000007,10,0.0,0
Ablation_Base,crowd_run,13,1,10.603333333333328,0.1754616689328738,399.571359564888,6,0.337,1
Ablation_Base,crowd_run,14,1,20.861875000000026,0.0,897.5500000000012,8,0.0,0
Ablation_Base,crowd_run,15,1,11.928124999999993,0.0,411.6299999999996,13,0.0,0
Ablation_Base,crowd_run,16,1,25.39833333333333,0.0,1062.9299999999998,15,0.0,0
Ablation_Base,crowd_run,17,1,11.748749999999996,0.38429115912274364,327.33609744843307,15,0.738,1
Ablation_Base,crowd_run,18,1,10.603333333333328,0.3550031215941274,365.0994006539273,6,0.682,1
Ablation_Base,crowd_run,19,1,26.496875000000017,0.0,1087.5900000000008,16,0.0,0
Ablation_Future,crowd_run,0,1,15.632083333333343,0.1138475493755755,589.88127051989,11,0.219,1
Ablation_Future,crowd_run,1,1,10.296041666666662,0.0,349.4699999999998,12,0.0,0
Ablation_Future,crowd_run,2,1,15.632083333333343,0.0764719899351418,597.0573779324533,11,0.147,1
Ablation_Future,crowd_run,3,1,17.930208333333344,0.19477216473029918,677.993744371783,12,0.374,1
Ablation_Future,crowd_run,4,1,16.799166666666675,0.0,624.5000000000003,16,0.0,0
Ablation_Future,crowd_run,5,1,12.730208333333335,0.0,393.0300000000001,17,0.0,0
Ablation_Future,crowd_run,6,1,10.296041666666662,0.6842932311778573,218.08569961385118,12,1.314,1
Ablation_Future,crowd_run,7,1,13.242083333333333,0.0,451.3399999999999,15,0.0,0
Ablation_Future,crowd_run,8,1,17.03708333333334,0.0,640.1600000000003,15,0.0,0
Ablation_Future,crowd_run,9,1,14.893125000000007,0.09211262833334934,490.58437535999724,16,0.177,1
Ablation_Future,crowd_run,10,1,12.854583333333336,0.3234725147086292,382.5732771759433,13,0.621,1
Ablation_Future,crowd_run,11,1,19.379375000000014,6.328475226219377e-05,768.7578493275664,13,0.0,1
Ablation_Future,crowd_run,12,1,29.063333333333343,0.0,1155.6300000000006,18,0.0,0
Ablation_Future,crowd_run,13,1,11.134166666666664,0.1754616689328738,321.7513595648881,15,0.337,1
Ablation_Future,crowd_run,14,1,26.419791666666658,0.0,1055.1899999999996,17,0.0,0
Ablation_Future,crowd_run,15,1,13.242083333333333,0.0,451.3399999999999,15,0.0,0
Ablation_Future,crowd_run,16,1,31.14937500000001,0.0,1303.0400000000006,14,0.0,0
Ablation_Future,crowd_run,17,1,12.854583333333336,0.38429115912274364,370.89609744843324,13,0.738,1
Ablation_Future,crowd_run,18,1,11.134166666666664,0.3550031215941274,287.27940065392744,15,0.682,1
Ablation_Future,crowd_run,19,1,31.334791666666675,0.0,1306.1000000000004,16,0.0,0
Ablation_Lyap,crowd_run,0,1,15.75645833333334,0.1138475493755755,579.6712705198898,12,0.219,1
Ablation_Lyap,crowd_run,1,1,9.856249999999994,0.6013660172235407,155.27772469307988,17,1.155,1
Ablation_Lyap,crowd_run,2,1,15.75645833333334,0.0764719899351418,586.8473779324531,12,0.147,1
Ablation_Lyap,crowd_run,3,1,16.794375000000002,0.19477216473029918,582.8537443717827,18,0.374,1
Ablation_Lyap,crowd_run,4,1,15.745833333333335,0.0,535.94,17,0.0,0
Ablation_Lyap,crowd_run,5,1,11.978541666666665,0.0,395.9699999999999,15,0.0,0
Ablation_Lyap,crowd_run,6,1,9.687708333333328,0.6842932311778573,147.44569961385108,16,1.314,1
Ablation_Lyap,crowd_run,7,1,12.597708333333332,0.0,478.0299999999999,12,0.0,0
Ablation_Lyap,crowd_run,8,1,15.983750000000002,0.0,559.3000000000002,17,0.0,0
Ablation_Lyap,crowd_run,9,1,14.376875000000004,0.09211262833334934,457.82437535999713,18,0.177,1
Ablation_Lyap,crowd_run,10,1,12.085833333333333,0.3234725147086292,357.61327717594327,14,0.621,1
Ablation_Lyap,crowd_run,11,1,17.09583333333334,6.328475226219377e-05,602.6278493275659,17,0.0,1
Ablation_Lyap,crowd_run,12,1,26.66645833333335,0.0,976.2700000000007,24,0.0,0
Ablation_Lyap,crowd_run,13,1,10.55916666666666,0.1754616689328738,333.1713595648879,13,0.337,1
Ablation_Lyap,crowd_run,14,1,25.38354166666667,0.0,1044.47,14,0.0,0
Ablation_Lyap,crowd_run,15,1,12.597708333333332,0.0,478.0299999999999,12,0.0,0
Ablation_Lyap,crowd_run,16,1,27.44916666666668,0.0,1086.8200000000006,17,0.0,0
Ablation_Lyap,crowd_run,17,1,12.085833333333333,0.38429115912274364,345.93609744843326,14,0.738,1
Ablation_Lyap,crowd_run,18,1,10.55916666666666,0.3550031215941274,298.6994006539272,13,0.682,1
Ablation_Lyap,crowd_run,19,1,27.742291666666674,0.0,1020.4500000000003,24,0.0,0
Pensieve,crowd_run,0,1,15.93291666666667,0.1138475493755755,671.4612705198897,7,0.219,1
Pensieve,crowd_run,1,1,9.413749999999993,0.0,277.61999999999966,15,0.0,0
Pensieve,crowd_run,2,1,15.93291666666667,0.0764719899351418,678.637377932453,7,0.147,1
Pensieve,crowd_run,3,1,15.739166666666668,0.19477216473029918,646.6237443717825,7,0.374,1
Pensieve,crowd_run,4,1,15.545416666666666,0.0,629.04,11,0.0,0
Pensieve,crowd_run,5,1,12.65625,0.0,490.36,11,0.0,0
Pensieve,crowd_run,6,1,9.413749999999993,0.6842932311778573,146.23569961385104,15,1.314,1
Pensieve,crowd_run,7,1,12.911249999999995,0.0,525.4399999999998,9,0.0,0
Pensieve,crowd_run,8,1,15.932916666666669,0.0,647.6400000000001,11,0.0,0
Pensieve,crowd_run,9,1,14.576666666666673,0.09211262833334934,629.1343753599972,5,0.177,1
Pensieve,crowd_run,10,1,11.98666666666666,0.3234725147086292,350.4332771759429,15,0.621,1
Pensieve,crowd_run,11,1,17.571250000000003,6.328475226219377e-05,771.9478493275658,7,0.0,1
Pensieve,crowd_run,12,1,20.610000000000003,0.0,949.9600000000002,4,0.0,0
Pensieve,crowd_run,13,1,11.034999999999997,0.1754616689328738,356.01135956488804,13,0.337,1
Pensieve,crowd_run,14,1,18.822083333333342,0.0,832.0000000000005,7,0.0,0
Pensieve,crowd_run,15,1,12.717499999999996,0.0,516.1399999999999,9,0.0,0
Pensieve,crowd_run,16,1,19.940416666666668,0.0,913.58,4,0.0,0
Pensieve,crowd_run,17,1,11.98666666666666,0.38429115912274364,338.7560974484329,15,0.738,1
Pensieve,crowd_run,18,1,11.034999999999997,0.3550031215941274,321.5394006539274,13,0.682,1
Pensieve,crowd_run,19,1,21.385,0.0,1005.76,2,0.0,0
RobustMPC,crowd_run,0,1,20.502916666666675,7.553731707902407,-660.3564879172618,18,7.011,1
RobustMPC,crowd_run,1,1,13.749374999999995,5.480799145104992,-585.7034358601587,17,4.376,1
RobustMPC,crowd_run,2,1,20.502916666666675,7.516356148461973,-653.1803805046986,18,7.011,1
RobustMPC,crowd_run,3,1,20.913958333333344,9.964086159762402,-1172.154542674381,22,9.845,1
RobustMPC,crowd_run,4,1,19.99104166666667,0.7827800028367928,629.236239455336,16,1.23,1
RobustMPC,crowd_run,5,1,16.120416666666674,4.714922547340326,-433.5051290893424,26,2.574,1
RobustMPC,crowd_run,6,1,13.51145833333333,4.18389904025564,-359.53861572908295,18,4.376,1
RobustMPC,crowd_run,7,1,17.52083333333334,11.866316286963867,-1668.4127270970616,20,9.39,1
RobustMPC,crowd_run,8,1,20.22895833333334,1.5384373690504745,506.99002514230904,16,1.433,1
RobustMPC,crowd_run,9,1,19.907291666666676,17.907185776941656,-2764.1496691727975,22,21.512,1
RobustMPC,crowd_run,10,1,15.65083333333333,5.266785559609607,-508.62282744504466,22,3.749,1
RobustMPC,crowd_run,11,1,21.802083333333346,0.41662059429985604,785.6688458944283,15,0.216,1
RobustMPC,crowd_run,12,1,33.37083333333333,4.877175616729038,467.79228158802465,14,7.077,1
RobustMPC,crowd_run,13,1,14.330625,4.336800643113546,-386.77572347780074,22,4.8,1
RobustMPC,crowd_run,14,1,32.62354166666666,3.7601470166797863,610.9217727974809,18,3.822,1
RobustMPC,crowd_run,15,1,17.52083333333334,11.972301559924176,-1688.7618995054413,20,9.39,1
RobustMPC,crowd_run,16,1,37.19687500000001,7.614134411960352,119.56619290361306,14,8.205,1
RobustMPC,crowd_run,17,1,15.65083333333333,5.327604204023721,-520.3000071725546,22,3.749,1
RobustMPC,crowd_run,18,1,14.330625,4.5163420957748,-421.24768238876163,22,5.144,1
RobustMPC,crowd_run,19,1,35.946250000000006,1.3056631604064053,1268.4226732019706,19,1.49,1
Genie,crowd_run,0,1,19.12125,0.1138475493755755,856.6412705198894,4,0.219,1
Genie,crowd_run,1,1,13.31583333333333,0.0,567.6999999999998,7,0.0,0
Genie,crowd_run,2,1,19.12125,0.0764719899351418,863.8173779324527,4,0.147,1
Genie,crowd_run,3,1,19.062708333333337,0.19477216473029918,831.4137443717827,4,0.374,1
Genie,crowd_run,4,1,19.12125,0.0,878.4999999999999,4,0.0,0
Genie,crowd_run,5,1,15.457083333333335,0.0,693.32,5,0.0,0
Genie,crowd_run,6,1,13.465416666666663,0.6842932311778573,443.4956996138512,5,1.314,1
Genie,crowd_run,7,1,16.96291666666666,0.0,752.0599999999998,5,0.0,0
Genie,crowd_run,8,1,19.29791666666667,0.0,886.98,4,0.0,0
Genie,crowd_run,9,1,19.015833333333337,0.09211262833334934,823.614375359997,6,0.177,1
Genie,crowd_run,10,1,14.875833333333333,0.3234725147086292,599.0732771759432,4,0.621,1
Genie,crowd_run,11,1,21.041666666666668,6.328475226219377e-05,989.2678493275656,2,0.0,1
Genie,crowd_run,12,1,32.800625000000025,0.0,1529.040000000001,5,0.0,0
Genie,crowd_run,13,1,13.298750000000004,0.1754616689328738,551.7913595648884,3,0.337,1
Genie,crowd_run,14,1,30.991249999999997,0.007143208398093769,1418.488503987566,5,0.014,1
Genie,crowd_run,15,1,16.96291666666666,0.0021782403107105846,751.6417778603434,5,0.004,1
Genie,crowd_run,16,1,36.248958333333356,0.0,1634.2400000000011,6,0.0,0
Genie,crowd_run,17,1,14.875833333333333,0.38429115912274364,587.3960974484331,4,0.738,1
Genie,crowd_run,18,1,13.298750000000004,0.3550031215941274,517.3194006539277,3,0.682,1
Genie,crowd_run,19,1,36.01500000000002,0.0,1659.6900000000012,5,0.0,0
BBA,crowd_run,0,1,22.078333333333347,30.815231510294844,-5244.264449976608,33,9.077,1
BBA,crowd_run,1,1,18.21125000000001,48.69904367082121,-8663.816384797672,18,14.114,1
BBA,crowd_run,2,1,22.078333333333347,30.77785595085441,-5237.088342564046,33,9.077,1
BBA,crowd_run,3,1,22.158125000000013,27.660339367361004,-4656.115158533312,32,10.096,1
BBA,crowd_run,4,1,21.378958333333344,15.146034571810905,-2160.168637787693,25,5.139,1
BBA,crowd_run,5,1,18.79250000000001,29.771357505309016,-5043.84064101933,21,10.245,1
BBA,crowd_run,6,1,18.04270833333334,47.82354318176519,-8487.630290898915,18,14.114,1
BBA,crowd_run,7,1,20.266875000000017,41.83246111201318,-7406.902533506531,30,20.333,1
BBA,crowd_run,8,1,21.572708333333342,15.05413114074743,-2133.223179023506,25,5.139,1
BBA,crowd_run,9,1,21.846250000000015,26.74838054530278,-4503.249064698133,34,13.24,1
BBA,crowd_run,10,1,19.15479166666667,37.72365646309473,-6583.232040914187,23,9.705,1
BBA,crowd_run,11,1,22.686875000000015,10.950893011118017,-1401.3014581346588,32,6.581,1
BBA,crowd_run,12,1,31.880625000000013,9.469559373973206,-774.1753998028546,32,8.152,1
BBA,crowd_run,13,1,17.848958333333346,44.67932397491097,-7930.440203182906,18,11.4,1
BBA,crowd_run,14,1,31.840208333333333,10.93973077545155,-854.2983088866974,24,7.016,1
BBA,crowd_run,15,1,20.266875000000017,41.93844638497349,-7427.2517059149095,30,20.333,1
BBA,crowd_run,16,1,35.025208333333346,10.252196598728753,-742.2017469559203,30,8.205,1
BBA,crowd_run,17,1,19.15479166666667,37.78447510750883,-6594.909220641696,23,9.705,1
BBA,crowd_run,18,1,17.848958333333346,44.858865427572226,-7964.912162093867,18,11.4,1
BBA,crowd_run,19,1,33.652708333333344,3.251030956814242,598.1420562916658,29,4.79,1
Fugu,crowd_run,0,1,19.365625000000005,0.47498154269701226,547.5335438021739,25,0.693,1
Fugu,crowd_run,1,1,12.197499999999996,0.0,261.1399999999998,28,0.0,0
Fugu,crowd_run,2,1,19.460208333333338,0.0764719899351418,667.607377932453,23,0.147,1
Fugu,crowd_run,3,1,19.226875000000003,0.19477216473029918,675.4337443717827,21,0.374,1
Fugu,crowd_run,4,1,18.24270833333334,0.0,769.4100000000003,11,0.0,0
Fugu,crowd_run,5,1,15.240208333333333,0.0,332.58999999999986,29,0.0,0
Fugu,crowd_run,6,1,12.540833333333326,0.6842932311778573,146.23569961385107,28,1.314,1
Fugu,crowd_run,7,1,16.552083333333332,0.14259998785330352,414.6608023321655,28,0.274,1
Fugu,crowd_run,8,1,18.50583333333334,0.037526797675152546,795.254854846371,9,0.072,1
Fugu,crowd_run,9,1,18.93395833333334,1.0869836895282476,305.18913161057645,33,1.91,1
Fugu,crowd_run,10,1,14.562291666666669,0.3234725147086292,321.6232771759433,28,0.621,1
Fugu,crowd_run,11,1,20.898541666666674,0.26768241844635826,852.1549756582996,10,0.514,1
Fugu,crowd_run,12,1,32.78479166666666,0.0,1214.3999999999999,27,0.0,0
Fugu,crowd_run,13,1,12.28583333333333,0.1754616689328738,360.25135956488805,17,0.337,1
Fugu,crowd_run,14,1,30.823750000000004,0.007143208398093769,1281.9885039875662,16,0.014,1
Fugu,crowd_run,15,1,16.720625,0.0,468.72999999999996,23,0.0,0
Fugu,crowd_run,16,1,35.512916666666676,0.0,1320.6200000000006,24,0.0,0
Fugu,crowd_run,17,1,14.463125,0.38429115912274364,325.6060974484331,26,0.738,1
Fugu,crowd_run,18,1,11.854166666666663,0.3550031215941274,277.9794006539273,21,0.682,1
Fugu,crowd_run,19,1,34.7575,0.060081764682376936,1402.3543011809836,23,0.115,1
Proposed,tearsofsteel_short,0,1,82.82020833333338,0.25097217265519034,3789.9533428502054,12,0.482,1
Proposed,tearsofsteel_short,1,1,77.36020833333336,0.15669662154517913,3477.044248663327,14,0.301,1
Proposed,tearsofsteel_short,2,1,82.82020833333338,0.21359661321475668,3797.129450262769,12,0.41,1
Proposed,tearsofsteel_short,3,1,85.42125000000006,0.33907608519882976,3898.3073916418275,16,0.651,1
Proposed,tearsofsteel_short,4,1,84.38520833333341,0.164007281836695,3844.630601887358,18,0.315,1
Proposed,tearsofsteel_short,5,1,79.83229166666669,0.0,3631.9800000000014,14,0.0,0
Proposed,tearsofsteel_short,6,1,78.01812500000003,0.9473122810667897,3268.9060420351775,17,1.819,1
Proposed,tearsofsteel_short,7,1,79.96125000000002,0.0,3650.970000000001,16,0.0,0
Proposed,tearsofsteel_short,8,1,84.38520833333341,0.0,3876.1200000000035,18,0.0,0
Proposed,tearsofsteel_short,9,1,81.77979166666668,0.22932044748416744,3706.6104740830406,13,0.44,1
Proposed,tearsofsteel_short,10,1,79.83229166666669,0.48493189351025157,3526.493076446033,16,0.931,1
Proposed,tearsofsteel_short,11,1,85.55020833333339,0.17215796418983997,3936.5456708755532,16,0.331,1
Proposed,tearsofsteel_short,12,1,89.57416666666671,0.0,4237.450000000003,8,0.0,0
Proposed,tearsofsteel_short,13,1,78.27166666666669,0.46831844089037095,3492.33285934905,14,0.899,1
Proposed,tearsofsteel_short,14,1,88.14687500000002,0.0,4131.380000000001,10,0.0,0
Proposed,tearsofsteel_short,15,1,79.96125000000002,0.0,3650.970000000001,16,0.0,0
Proposed,tearsofsteel_short,16,1,89.18291666666671,0.0,4243.430000000002,4,0.0,0
Proposed,tearsofsteel_short,17,1,79.83229166666669,0.5457505379243661,3514.815896718523,16,1.048,1
Proposed,tearsofsteel_short,18,1,78.27166666666669,0.6478598935516245,3457.8609004380896,14,1.244,1
Proposed,tearsofsteel_short,19,1,90.09000000000003,0.0,4299.350000000001,2,0.0,0
Proposed_Shielded,tearsofsteel_short,0,1,82.83770833333341,0.25097217265519034,3853.113342850207,6,0.482,1
Proposed_Shielded,tearsofsteel_short,1,1,76.06625000000001,0.15669662154517913,3452.074248663326,9,0.301,1
Proposed_Shielded,tearsofsteel_short,2,1,83.62020833333342,0.21359661321475668,3897.849450262771,6,0.41,1
Proposed_Shielded,tearsofsteel_short,3,1,83.87375000000009,0.33907608519882976,3923.4873916418287,4,0.651,1
Proposed_Shielded,tearsofsteel_short,4,1,83.88250000000009,0.164007281836695,3945.1406018873586,6,0.315,1
Proposed_Shielded,tearsofsteel_short,5,1,77.36895833333337,0.0,3532.3100000000013,11,0.0,0
Proposed_Shielded,tearsofsteel_short,6,1,76.06625000000001,0.9473122810667897,3300.276042035177,9,1.819,1
Proposed_Shielded,tearsofsteel_short,7,1,77.36895833333335,0.0,3613.620000000001,6,0.0,0
Proposed_Shielded,tearsofsteel_short,8,1,83.88250000000009,0.0,3976.630000000004,6,0.0,0
Proposed_Shielded,tearsofsteel_short,9,1,78.92520833333336,5.469712826137785,2657.1251373815467,7,10.062,1
Proposed_Shielded,tearsofsteel_short,10,1,78.02250000000002,0.48493189351025157,3558.0730764460327,5,0.931,1
Proposed_Shielded,tearsofsteel_short,11,1,84.14041666666675,0.17215796418983997,3968.335670875555,4,0.331,1
Proposed_Shielded,tearsofsteel_short,12,1,88.53812500000005,0.0,4175.340000000003,10,0.0,0
Proposed_Shielded,tearsofsteel_short,13,1,75.67500000000003,0.46831844089037095,3392.2428593490495,8,0.899,1
Proposed_Shielded,tearsofsteel_short,14,1,88.15562500000003,0.0,4194.120000000001,4,0.0,0
Proposed_Shielded,tearsofsteel_short,15,1,77.36895833333335,0.0,3613.620000000001,6,0.0,0
Proposed_Shielded,tearsofsteel_short,16,1,87.4933333333334,0.0,4149.9500000000035,6,0.0,0
Proposed_Shielded,tearsofsteel_short,17,1,78.02250000000002,0.5457505379243661,3546.395896718523,5,1.048,1
Proposed_Shielded,tearsofsteel_short,18,1,75.67500000000003,0.6478598935516245,3357.7709004380895,8,1.244,1
Proposed_Shielded,tearsofsteel_short,19,1,89.9610416666667,0.0,4280.780000000002,4,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,0,1,82.32187500000005,0.25097217265519034,3697.103342850206,17,0.482,1
Proposed_ShieldedQoE,tearsofsteel_short,1,1,77.63125000000002,0.15669662154517913,3301.8342486633264,26,0.301,1
Proposed_ShieldedQoE,tearsofsteel_short,2,1,82.71312500000005,0.21359661321475668,3610.379450262769,23,0.41,1
Proposed_ShieldedQoE,tearsofsteel_short,3,1,82.97541666666673,0.33907608519882976,3648.8173916418277,20,0.651,1
Proposed_ShieldedQoE,tearsofsteel_short,4,1,83.75791666666672,0.164007281836695,3719.9906018873567,23,0.315,1
Proposed_ShieldedQoE,tearsofsteel_short,5,1,79.71645833333336,0.0,3457.190000000002,26,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,6,1,78.02250000000002,0.9473122810667897,3131.2560420351774,28,1.819,1
Proposed_ShieldedQoE,tearsofsteel_short,7,1,81.27708333333338,0.0,3457.4000000000024,35,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,8,1,83.88687500000005,0.0,3782.8500000000026,22,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,9,1,81.53500000000001,1.3282710933205872,3377.7919500824473,24,2.11,1
Proposed_ShieldedQoE,tearsofsteel_short,10,1,80.10770833333336,0.48493189351025157,3420.423076446033,24,0.931,1
Proposed_ShieldedQoE,tearsofsteel_short,11,1,85.31854166666672,0.17215796418983997,3868.8756708755527,19,0.331,1
Proposed_ShieldedQoE,tearsofsteel_short,12,1,88.10437500000006,0.0,4030.7100000000028,32,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,13,1,77.63125000000004,0.46831844089037095,3317.1228593490505,23,0.899,1
Proposed_ShieldedQoE,tearsofsteel_short,14,1,88.22916666666669,0.0,4017.280000000001,30,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,15,1,81.40604166666671,0.0,3451.2100000000023,37,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,16,1,87.96666666666671,0.0,3967.9700000000025,36,0.0,0
Proposed_ShieldedQoE,tearsofsteel_short,17,1,79.58750000000002,0.5457505379243661,3358.5958967185234,24,1.048,1
Proposed_ShieldedQoE,tearsofsteel_short,18,1,77.63125000000004,0.6478598935516245,3282.6509004380896,23,1.244,1
Proposed_ShieldedQoE,tearsofsteel_short,19,1,88.74916666666671,0.0,3993.570000000002,40,0.0,0
Proposed_ShieldedRiskGate,tearsofsteel_short,0,1,82.83770833333341,0.25097217265519034,3853.113342850207,6,0.482,1
