trace,mean_kbps,std_kbps,min_kbps,max_kbps
test_fcc_trace_5554_http---www.amazon,1151.233254522994,157.7124259078929,637.1681415929204,1233.644859813084
trace_397686_http---www.facebook,1186.6212,52.905979535020435,985.136,1238.136
test_fcc_trace_216810_http---www.facebook,1641.8019417103965,673.7413947493292,660.5504587155964,2545.3337737691722
test_fcc_trace_27175_http---www.amazon,683.7301237663079,187.0835809992734,258.2741206828987,842.1052631578947
test_fcc_trace_1171_http---www.yahoo,884.0309707134901,143.02841919496456,615.3846153846155,1057.8157019518258
test_fcc_trace_5554_http---www.amazon,1214.0276350836523,26.26131202663868,1155.7519116397623,1257.142857142857
test_fcc_trace_805712_http---www.facebook,1612.979013340268,215.07319366925864,888.8888888888888,1762.5434564437521
test_fcc_trace_27175_http---www.amazon,1576.244248974688,1316.2134811988283,217.27870376519024,3690.045470655215
test_fcc_trace_216810_http---www.facebook,1019.1243859423216,541.1053209887164,182.41148245419095,2732.673267326733
trace_665208_http---www.yahoo,2519.6073333333334,328.33361587195964,1324.104,3031.264
test_fcc_trace_215364_http---www.ebay,1027.848297243894,131.77923406812454,724.1379310344828,1163.6346498256194
trace_216826_http---www.amazon,1152.2354666666665,45.363632164200496,1033.664,1219.272
test_fcc_trace_10652_http---www.amazon,527.417028036901,27.701730490380477,445.336391437308,571.4285714285714
trace_939618_http---www.amazon,827.4614666666665,71.94905363608954,630.752,915.432
test_fcc_trace_1171_http---www.yahoo,890.1558360775274,69.76722914431234,718.1621390896063,981.3400624211434
trace_806172_http---www.amazon,1203.2997333333335,135.47935801809646,749.816,1375.52
test_fcc_trace_805712_http---www.facebook,1460.192408963572,41.52858273498052,1355.2931863927583,1519.0321203417743
test_fcc_trace_5554_http---www.amazon,607.9358630057944,20.572806746558445,531.2599684904376,631.578947368421
test_fcc_trace_10652_http---www.amazon,509.32942653870026,25.468269745019192,410.2564102564102,573.3124018838306
test_fcc_trace_805712_http---www.facebook,1546.2558023344602,237.3969002426075,824.6465861728184,1730.769230769231
trace_215252_http---www.msn,1922.4352000000001,212.78606336418432,1329.52,2184.176
test_fcc_trace_5554_http---www.amazon,712.3012214271505,207.5595612338273,532.340338706387,1210.4031647167747
test_fcc_trace_805712_http---www.facebook,1582.965736196096,38.69196857610713,1522.3186074567702,1663.3663366336632
test_fcc_trace_1171_http---www.yahoo,779.8656430540133,183.47794874898787,292.6829268292683,1027.0003850596843
test_fcc_trace_805712_http---www.facebook,1618.471824031016,223.0088565423288,864.8648648648649,1782.1782178217823
trace_8747_http---www.amazon,1450.9217333333333,609.7276459053793,1087.936,2732.992
test_fcc_trace_5554_http---www.amazon,1168.4300158873762,192.25751645380225,545.1889235673019,1306.930693069307
trace_6780_http---www.facebook,394.9585333333333,43.131054975994054,250.29600000000002,453.16
test_fcc_trace_805712_http---www.facebook,1467.5500275772802,204.65840924602475,1197.2282740256596,1781.6643256021105
test_fcc_trace_10652_http---www.amazon,3643.0720032102836,128.81989271295188,3467.3550870339523,3878.6934511763047
test_fcc_trace_216810_http---www.facebook,1923.4813924269517,1007.4544319462786,831.3085234093637,3085.249009329999
trace_28838_http---www.amazon,1115.4534666666666,45.74738253768066,961.928,1190.712
test_fcc_trace_27175_http---www.amazon,3443.6387984541557,847.3409211101293,521.7391304347826,3882.3529411764707
trace_7540_http---www.yahoo,1026.9484,170.48766150921307,531.28,1249.8880000000001
trace_909_http---www.yahoo,1340.3277333333333,48.8365891021157,1197.208,1436.912
trace_10730_http---www.facebook,463.87973333333343,19.37372759406122,398.84,484.91200000000003
test_fcc_trace_14731_http---www.facebook,527.5946950697289,24.16503631530659,465.885260309256,555.5555555555555
test_fcc_trace_14731_http---www.facebook,499.9317559123339,33.555045586782526,400.0,530.9734513274336
test_fcc_trace_805712_http---www.facebook,1307.7795285752293,294.7985531140371,588.2352941176471,1570.0934579439252
test_fcc_trace_216810_http---www.facebook,1965.9726783953292,778.0756892314627,651.284034431882,2742.8571428571427
test_fcc_trace_27175_http---www.amazon,761.0178550953768,39.80173332153449,681.9519451540923,823.059092283401
trace_941752_http---www.facebook,649.8277333333333,151.36913496793932,287.71999999999997,824.2
test_fcc_trace_10652_http---www.amazon,3661.52640081231,162.29845017638408,3231.719363863276,3914.385556202678
trace_213586_http---www.facebook,1115.7785333333331,73.88172174700739,919.16,1212.296
trace_7190_http---www.yahoo,911.5705333333334,87.21810152047311,592.624,1060.056
test_fcc_trace_1171_http---www.yahoo,851.2887980568797,171.09734404412413,406.7796610169492,1038.4615384615386
test_fcc_trace_14731_http---www.facebook,458.7755243253509,43.634808182911534,329.4377142857134,535.7142857142857
test_fcc_trace_27175_http---www.amazon,3317.7698590718055,387.5160933663426,2307.6923076923076,3683.168316831683
test_fcc_trace_215364_http---www.ebay,981.7591603518503,204.47241158253843,550.4587155963303,1281.5533980582525
test_fcc_trace_215364_http---www.ebay,1091.4332958813704,137.61455616907767,770.7076658343386,1269.230769230769
test_fcc_trace_1171_http---www.yahoo,798.9519815449511,140.53921491586422,594.059405940594,1028.5714285714284
test_fcc_trace_805712_http---www.facebook,1478.5741174980742,94.23964224804396,1348.9606571464938,1762.5222561897406
test_fcc_trace_5554_http---www.amazon,919.53662470044,299.9441688867057,554.2954158616678,1264.2804814233384
test_fcc_trace_5554_http---www.amazon,1200.765250313446,50.9957921297088,1009.3457943925232,1256.024004475411
test_fcc_trace_5554_http---www.amazon,611.4785841862165,30.46968788274704,525.5596458063852,647.6661610590182
trace_10367_http---www.facebook,499.7222666666666,10.876091895325068,473.904,516.832
test_fcc_trace_216810_http---www.facebook,1597.38694753485,1062.8110145663236,124.35233160621762,3074.4160030446847
test_fcc_trace_1171_http---www.yahoo,878.7193290463337,73.7029513059193,738.3701028421765,1009.3457943925232
test_fcc_trace_216810_http---www.facebook,2288.8127769216103,519.4977417746329,914.2857142857142,2820.573117882218
test_fcc_trace_14731_http---www.facebook,502.7387132583107,32.41765645010677,423.9487855633702,576.9230769230769
test_fcc_trace_216810_http---www.facebook,1338.3849537813446,811.5231552014192,290.8507118644069,2588.2352941176473
test_fcc_trace_805712_http---www.facebook,1436.4416841426325,55.79588783798393,1359.8615916954982,1555.5555555555557
test_fcc_trace_215364_http---www.ebay,943.9375840131416,275.982328826528,411.284167252337,1257.142857142857
test_fcc_trace_805712_http---www.facebook,1548.316935603007,131.11109660723596,1241.2721893491125,1666.4706074567853
test_fcc_trace_14731_http---www.facebook,535.5140445792531,43.80117486710374,436.3636363636363,609.2135216626151
test_fcc_trace_5554_http---www.amazon,608.9556100439726,18.84458335141432,541.2148114850802,631.0008430687703
test_fcc_trace_805712_http---www.facebook,1622.2522644951728,109.13608078900896,1411.764705882353,1837.8698224852071
test_fcc_trace_215364_http---www.ebay,989.4829205678408,285.4729722103471,410.86097319519075,1291.5308899116471
test_fcc_trace_27175_http---www.amazon,759.9210841012324,53.676355094036516,620.6896551724138,849.5575221238938
test_fcc_trace_5554_http---www.amazon,617.3340138362788,21.271377715896655,540.5405405405405,637.1681415929204
test_fcc_trace_27175_http---www.amazon,774.1359040302226,41.94801293789022,659.5192910853673,842.1052631578947
test_fcc_trace_14731_http---www.facebook,525.0161844757994,28.959330225189483,435.3136715287856,555.228235558174
trace_14679_http---www.facebook,555.6785333333333,7.5832957045220235,540.856,570.032
test_fcc_trace_215364_http---www.ebay,1018.4499329507332,309.50925081332474,101.6949152542373,1257.142857142857
test_fcc_trace_5554_http---www.amazon,1196.7163927130264,54.059946371381514,1081.170426624972,1281.0794507956573
test_fcc_trace_215364_http---www.ebay,1015.968288654835,200.6384954524615,654.986188796474,1257.142857142857
test_fcc_trace_216810_http---www.facebook,1552.5090833373704,797.2014276550344,815.1888946225702,2851.4851485148515
test_fcc_trace_27175_http---www.amazon,3456.2705901169656,294.8529735450375,2524.416535845107,3683.168316831683
test_fcc_trace_216810_http---www.facebook,2607.0430632851467,144.26114826219452,2368.1792717086846,2911.81349457115
test_fcc_trace_5554_http---www.amazon,1094.7408647685395,231.2660696664825,561.2467269757088,1317.1343091720164
trace_799448_http---www.facebook,876.9750666666666,333.0225991459973,108.512,1186.008
trace_87304_http---www.msn,851.2608,121.88333213254934,540.432,1078.264
test_fcc_trace_5554_http---www.amazon,1048.6179344175084,24.948180900119304,950.3321328531432,1096.8773672249808
test_fcc_trace_5554_http---www.amazon,619.8693325823813,16.05737435811369,539.0779580530254,636.2778274686639
test_fcc_trace_216810_http---www.facebook,2525.5244597506608,563.5805763999174,1522.1248206449452,3145.631067961165
test_fcc_trace_215364_http---www.ebay,1142.1940902360927,61.89688442404342,1000.0,1256.9169554614302
test_fcc_trace_14731_http---www.facebook,454.6321196043461,49.56213957601061,325.8949891029712,503.1162464985995
test_fcc_trace_805712_http---www.facebook,1630.9786491906727,110.21410551965678,1307.2112915715222,1764.7058823529412
trace_942598_http---www.youtube,407.14026666666666,4.964818791814612,390.04,412.048
test_fcc_trace_1171_http---www.yahoo,884.8097448674724,98.71840588569914,692.3076923076923,1048.5436893203882
test_fcc_trace_10652_http---www.amazon,3394.406119714612,870.3271883651263,530.9734513274336,3920.792079207921
test_fcc_trace_216810_http---www.facebook,1644.7283364162495,957.7266005682686,432.43243243243245,3029.126213592233
trace_7289_http---www.yahoo,1041.2288,93.05641633790403,600.12,1150.3728
test_fcc_trace_27175_http---www.amazon,3439.408252085582,340.01570313694776,2538.461538461538,3882.3529411764707
trace_665192_http---www.facebook,2006.7323999999999,53.4395311082224,1849.256,2076.0640000000003
trace_28919_http---www.google,1873.7501333333332,80.9740728344299,1707.0240000000001,2005.92
test_fcc_trace_215364_http---www.ebay,1030.3017592389283,243.65316088935498,340.2024106189289,1257.142857142857
trace_11332_http---www.facebook,494.04159999999996,3.255120667502204,489.296,500.896
trace_942092_http---www.facebook,1985.5393333333334,84.82746380543405,1803.7920000000001,2170.0080000000003
test_fcc_trace_216810_http---www.facebook,1220.8233030805754,951.1376904449226,125.0,2882.237954353339
test_fcc_trace_10652_http---www.amazon,3506.618536749572,126.0963072810593,3295.396667694451,3764.705882352941
test_fcc_trace_805712_http---www.facebook,1571.3565795133404,163.51176021496184,1180.7453001289584,1764.7058823529412
test_fcc_trace_10652_http---www.amazon,534.25716253421,20.56240809760218,436.3636363636363,558.7765855159417
trace_941778_http---www.youtube,575.5438666666666,56.254811521228014,414.48,618.472
trace_207336_http---www.amazon,1335.9612000000002,48.749047748374885,1202.176,1426.976
test_fcc_trace_216810_http---www.facebook,1455.5387605434798,898.7517027812554,111.1111111111111,3010.462814591385
test_fcc_trace_1171_http---www.yahoo,898.6557842821173,116.25364388384604,678.3947223749301,1054.432141411565
trace_26689_http---www.amazon,1442.9413333333334,45.50354584552236,1335.4896,1530.224
test_fcc_trace_5554_http---www.amazon,603.6208942184254,39.917544943891805,487.8048780487805,639.6350536455478
test_fcc_trace_10652_http---www.amazon,518.1131797314285,26.965344598363412,428.57142857142856,566.0377358490566
trace_7451_http---www.yahoo,1120.5005333333331,36.56328764697665,1051.32,1178.736
trace_8299_http---www.amazon,1222.9415999999999,19.4065303153346,1168.072,1265.72
test_fcc_trace_215364_http---www.ebay,1101.4602185422575,228.4287343218514,565.6542056074768,1279.4206353765735
test_fcc_trace_1171_http---www.yahoo,888.3232334464653,105.80479691902798,600.0,1009.3457943925232
trace_9370_http---www.youtube,272.7889333333334,10.077229258525827,235.192,293.6
trace_13562_http---www.facebook,483.61333333333334,27.26376281847799,410.12,516.5600000000001
trace_797700_http---www.yahoo,583.2878666666667,127.2169278253313,390.864,787.064
test_fcc_trace_216810_http---www.facebook,2208.873573077103,750.8334951698199,842.1052631578947,2912.621359223301
test_fcc_trace_805712_http---www.facebook,1541.067394061337,51.24285931443697,1433.7457565300342,1629.861549951169
test_fcc_trace_1171_http---www.yahoo,893.0028230506962,125.08405827516212,597.8804083616908,1038.4615384615386
test_fcc_trace_1171_http---www.yahoo,891.5818439344541,98.03478063342006,743.3628318584072,1055.2305755934194
test_fcc_trace_27175_http---www.amazon,3402.2905160115165,770.2747900984373,800.0,3841.279600419908
trace_8996_http---www.facebook,412.6398666666666,128.0673283249956,131.64000000000001,504.768
test_fcc_trace_14731_http---www.facebook,429.3082030056024,15.997970161386023,386.40611724723874,460.617477760335
test_fcc_trace_1171_http---www.yahoo,849.3456246176601,126.41909950739934,675.2703128064245,1009.3457943925232
test_fcc_trace_10652_http---www.amazon,3322.244674731673,738.8566937755447,777.8457119010878,3910.135684506133
test_fcc_trace_1171_http---www.yahoo,907.9086075264655,103.64980410846773,672.8971962616822,1052.236447411465
test_fcc_trace_27175_http---www.amazon,762.9879549187245,36.784493867858664,654.2688081149624,831.6831683168316
test_fcc_trace_14731_http---www.facebook,433.9782339027887,35.731260169032005,319.92806655196125,465.890159131384
test_fcc_trace_215364_http---www.ebay,847.8042242650322,303.87682413428513,324.3243243243243,1149.659863945578
test_fcc_trace_5554_http---www.amazon,1219.2667880663591,23.207808545392066,1140.7654206097213,1245.2830188679245
test_fcc_trace_27175_http---www.amazon,1947.5872711662412,1409.1080937799647,457.1428571428571,3764.705882352941
trace_901648_http---www.amazon,959.1318666666666,93.65156787658293,696.5120000000001,1060.856
test_fcc_trace_805712_http---www.facebook,1505.4271474157842,162.5016886561758,964.2857142857143,1647.0588235294117
trace_32551_http---www.amazon,332.0961333333334,159.60878141450183,73.512,654.168
trace_7256_http---www.facebook,523.5270666666667,6.754177735956381,505.08,532.632
test_fcc_trace_1171_http---www.yahoo,819.7568122467625,103.3522592950806,654.7092273864583,999.8301053346926
test_fcc_trace_14731_http---www.facebook,424.01992772398546,19.54363828270346,375.6906594744433,466.0194174757282
test_fcc_trace_27175_http---www.amazon,3073.7389222632414,1129.3098166356165,281.25,3841.071078982287
test_fcc_trace_215364_http---www.ebay,1094.575942647213,185.61488809545466,512.8205128205128,1292.897817058768
test_fcc_trace_27175_http---www.amazon,736.8570411781955,95.02278387429362,436.3636363636363,823.5294117647059
test_fcc_trace_27175_http---www.amazon,752.0537015446713,55.40458873623367,626.0869565217391,842.1052631578947
test_fcc_trace_14731_http---www.facebook,448.1409690751522,21.417123705558758,389.71157181354937,469.74544365771567
test_fcc_trace_14731_http---www.facebook,408.5052538097126,35.07486520204604,315.7894736842105,461.53846153846155
test_fcc_trace_27175_http---www.amazon,3630.5254615503145,216.3701593510915,3018.097841455368,3882.3529411764707
test_fcc_trace_10652_http---www.amazon,3563.316833829834,137.54398510139805,3294.1176470588234,3804.3968598043234
test_fcc_trace_27175_http---www.amazon,3605.121624177697,181.40522857987517,3252.9585798816597,3844.660194174757
trace_10322_http---edition.cnn,883.1785333333333,13.800674108495171,851.392,897.744
test_fcc_trace_215364_http---www.ebay,1009.3015186787712,167.3276800721011,605.0420168067227,1202.2220351822236
test_fcc_trace_215364_http---www.ebay,1066.2601628881166,205.8032276843286,495.86776859504135,1294.1176470588236
trace_5642_http---www.youtube,189.10213333333334,8.765478100416939,163.56799999999998,199.976
test_fcc_trace_5554_http---www.amazon,619.1624803418877,18.917106306187772,550.4587155963303,640.59161138024
test_fcc_trace_215364_http---www.ebay,1078.257436499955,154.58142485269596,588.2352941176471,1275.332265057969
test_fcc_trace_10652_http---www.amazon,523.973289917461,20.68436016272203,466.61197703035276,555.5555555555555
test_fcc_trace_805712_http---www.facebook,1365.8899657314582,139.46419541030733,930.0568736715118,1512.3226288274834
test_fcc_trace_1171_http---www.yahoo,884.6065721956699,112.09626303760284,648.8630779539873,1036.5595942519024
test_fcc_trace_805712_http---www.facebook,1551.4819973619867,110.60310749054479,1211.0091743119267,1663.3663366336632
test_fcc_trace_215364_http---www.ebay,1073.9211867428928,194.47471331953687,519.6969696969593,1291.3494809688582
test_fcc_trace_215364_http---www.ebay,873.9999864588814,282.2686556880745,209.71461740691336,1287.3428069114568
test_fcc_trace_5554_http---www.amazon,1103.8787221057291,211.4759235628215,582.5242718446601,1269.230769230769
test_fcc_trace_1171_http---www.yahoo,897.035892299545,77.36179044426783,739.1879266978082,1027.3700423565647
test_fcc_trace_10652_http---www.amazon,513.9171246395529,23.859824621631738,448.8149847094798,566.0377358490566
test_fcc_trace_5554_http---www.amazon,644.6381322016781,174.68199576528704,499.91719914387016,1211.0091743119267
trace_13092_http---www.amazon,2899.1625333333336,1366.8603659509074,1019.744,5004.128
test_fcc_trace_1171_http---www.yahoo,865.4388953853473,98.85191765303328,654.5454545454545,996.5491120276072
test_fcc_trace_216810_http---www.facebook,1682.245210029317,949.4339465059899,129.03225806451613,2738.319772571317
trace_925806_http---www.amazon,486.2079999999999,141.34929362964644,112.264,631.024
test_fcc_trace_805712_http---www.facebook,1429.0793267610295,92.256858067408,1235.072181206602,1600.0
test_fcc_trace_5554_http---www.amazon,1212.9938436578211,33.64304970409368,1101.4962882426883,1263.5355029585796
test_fcc_trace_10652_http---www.amazon,528.3812646928981,30.286337173531617,410.4277802845987,571.4285714285714
test_fcc_trace_1171_http---www.yahoo,835.9689683610151,124.61616539520733,572.131183216905,1009.3457943925232
test_fcc_trace_27175_http---www.amazon,3063.8019432374767,1125.6162352586339,59.701492537313435,3877.595604176255
test_fcc_trace_215364_http---www.ebay,991.3094922116264,186.93403002092413,631.4049586776861,1233.644859813084
test_fcc_trace_216810_http---www.facebook,2352.77672496153,789.0112908570964,857.1428571428571,3029.126213592233
trace_805936_http---www.youtube,686.1501333333333,105.22081310328083,262.496,786.608
test_fcc_trace_14731_http---www.facebook,509.5741574492264,33.980471052243104,427.0410469958354,544.5691391637337
test_fcc_trace_10652_http---www.amazon,517.4508665016585,62.233986676087355,290.8229098090838,582.5242718446601
test_fcc_trace_805712_http---www.facebook,1538.876799870048,120.07481445760779,1146.7666948436179,1631.0679611650485
test_fcc_trace_10652_http---www.amazon,523.9655313979397,26.598769631942595,458.2033839176709,581.8173249128096
test_fcc_trace_215364_http---www.ebay,767.2673504509726,305.55592953227597,41.76446154342496,1280.7239903487105
trace_942154_http---www.ebay,707.1324000000001,108.58531987336042,431.072,821.784
test_fcc_trace_216810_http---www.facebook,2204.6912280143297,583.4380175163282,756.7567567567568,2653.846153846154
trace_849842_http---www.facebook,427.85333333333335,85.79360187074299,37.288000000000004,483.59200000000004
trace_30637_http---www.amazon,1906.0505333333333,91.14856929816409,1726.176,2089.576
test_fcc_trace_10652_http---www.amazon,780.4513728120544,37.64412789969619,696.5986394557805,826.647024564048
test_fcc_trace_14731_http---www.facebook,478.6650994354745,22.701241988531876,404.57681893614966,504.2016806722689
test_fcc_trace_27175_http---www.amazon,3648.938559616812,233.64568264147456,2941.1764705882356,3876.863706176221
test_fcc_trace_805712_http---www.facebook,1591.4934343180482,128.5441308127325,1333.3333333333333,1764.7058823529412
test_fcc_trace_14731_http---www.facebook,465.9956973280772,38.28224153826176,369.2994462912001,508.47457627118644
trace_939562_http---www.google,2725.8376,318.5679788737929,2236.296,3532.344
trace_214390_http---www.amazon,1549.2125333333336,48.68596246731585,1454.864,1645.92
test_fcc_trace_216810_http---www.facebook,2447.2661882669254,325.078151899617,1457.943925233645,2732.673267326733
